no;barangay;type;zip;city;province;region
23823;Ipil;Rural;275;JAGNA;BOHOL;REGION VII (Central Visayas)
23824;Kinagbaan;Rural;414;JAGNA;BOHOL;REGION VII (Central Visayas)
23825;Laca;Rural;248;JAGNA;BOHOL;REGION VII (Central Visayas)
23826;Larapan;Rural;791;JAGNA;BOHOL;REGION VII (Central Visayas)
23827;Lonoy;Urban;1225;JAGNA;BOHOL;REGION VII (Central Visayas)
23828;Looc;Rural;811;JAGNA;BOHOL;REGION VII (Central Visayas)
23829;Malbog;Rural;1018;JAGNA;BOHOL;REGION VII (Central Visayas)
23830;Mayana;Rural;1861;JAGNA;BOHOL;REGION VII (Central Visayas)
23831;Naatang;Rural;543;JAGNA;BOHOL;REGION VII (Central Visayas)
23832;Nausok;Rural;329;JAGNA;BOHOL;REGION VII (Central Visayas)
23833;Odiong;Rural;1057;JAGNA;BOHOL;REGION VII (Central Visayas)
23834;Pagina;Rural;1330;JAGNA;BOHOL;REGION VII (Central Visayas)
23835;Pangdan;Rural;1110;JAGNA;BOHOL;REGION VII (Central Visayas)
23836;Poblacion (Pondol);Urban;950;JAGNA;BOHOL;REGION VII (Central Visayas)
23837;Tejero;Urban;1429;JAGNA;BOHOL;REGION VII (Central Visayas)
23838;Tubod Mar;Rural;505;JAGNA;BOHOL;REGION VII (Central Visayas)
23839;Tubod Monte;Rural;1382;JAGNA;BOHOL;REGION VII (Central Visayas)
23840;Alumar;Rural;768;GETAFE;BOHOL;REGION VII (Central Visayas)
23841;Banacon;Rural;1496;GETAFE;BOHOL;REGION VII (Central Visayas)
23842;Buyog;Rural;734;GETAFE;BOHOL;REGION VII (Central Visayas)
23843;Cabasakan;Rural;1152;GETAFE;BOHOL;REGION VII (Central Visayas)
23844;Campao Occidental;Rural;405;GETAFE;BOHOL;REGION VII (Central Visayas)
23845;Campao Oriental;Rural;1036;GETAFE;BOHOL;REGION VII (Central Visayas)
23846;Cangmundo;Rural;1008;GETAFE;BOHOL;REGION VII (Central Visayas)
23847;Carlos P. Garcia;Rural;776;GETAFE;BOHOL;REGION VII (Central Visayas)
23848;Corte Baud;Rural;692;GETAFE;BOHOL;REGION VII (Central Visayas)
23849;Handumon;Rural;1012;GETAFE;BOHOL;REGION VII (Central Visayas)
23850;Jagoliao;Rural;1435;GETAFE;BOHOL;REGION VII (Central Visayas)
23851;Jandayan Norte;Rural;892;GETAFE;BOHOL;REGION VII (Central Visayas)
23852;Jandayan Sur;Rural;1589;GETAFE;BOHOL;REGION VII (Central Visayas)
23853;Mahanay (Mahanay Island);Rural;422;GETAFE;BOHOL;REGION VII (Central Visayas)
23854;Nasingin;Rural;1780;GETAFE;BOHOL;REGION VII (Central Visayas)
23855;Pandanon;Rural;2062;GETAFE;BOHOL;REGION VII (Central Visayas)
23856;Poblacion;Rural;2247;GETAFE;BOHOL;REGION VII (Central Visayas)
23857;Saguise;Rural;1440;GETAFE;BOHOL;REGION VII (Central Visayas)
23858;Salog;Rural;951;GETAFE;BOHOL;REGION VII (Central Visayas)
23859;San Jose;Rural;1508;GETAFE;BOHOL;REGION VII (Central Visayas)
23860;Santo Niño;Rural;667;GETAFE;BOHOL;REGION VII (Central Visayas)
23861;Taytay;Rural;1300;GETAFE;BOHOL;REGION VII (Central Visayas)
23862;Tugas;Rural;915;GETAFE;BOHOL;REGION VII (Central Visayas)
23863;Tulang;Rural;1565;GETAFE;BOHOL;REGION VII (Central Visayas)
23864;Banban;Rural;835;LILA;BOHOL;REGION VII (Central Visayas)
23865;Bonkokan Ilaya;Rural;496;LILA;BOHOL;REGION VII (Central Visayas)
23866;Bonkokan Ubos;Rural;740;LILA;BOHOL;REGION VII (Central Visayas)
23867;Calvario;Rural;890;LILA;BOHOL;REGION VII (Central Visayas)
23868;Candulang;Rural;353;LILA;BOHOL;REGION VII (Central Visayas)
23869;Catugasan;Rural;412;LILA;BOHOL;REGION VII (Central Visayas)
23870;Cayupo;Rural;187;LILA;BOHOL;REGION VII (Central Visayas)
23871;Cogon;Rural;430;LILA;BOHOL;REGION VII (Central Visayas)
23872;Jambawan;Rural;611;LILA;BOHOL;REGION VII (Central Visayas)
23873;La Fortuna;Rural;645;LILA;BOHOL;REGION VII (Central Visayas)
23874;Lomanoy;Rural;448;LILA;BOHOL;REGION VII (Central Visayas)
23875;Macalingan;Rural;480;LILA;BOHOL;REGION VII (Central Visayas)
23876;Malinao East;Rural;815;LILA;BOHOL;REGION VII (Central Visayas)
23877;Malinao West;Rural;136;LILA;BOHOL;REGION VII (Central Visayas)
23878;Nagsulay;Rural;996;LILA;BOHOL;REGION VII (Central Visayas)
23879;Poblacion;Urban;1118;LILA;BOHOL;REGION VII (Central Visayas)
23880;Taug;Rural;506;LILA;BOHOL;REGION VII (Central Visayas)
23881;Tiguis;Rural;703;LILA;BOHOL;REGION VII (Central Visayas)
23882;Agape;Rural;533;LOAY;BOHOL;REGION VII (Central Visayas)
23883;Alegria Norte;Rural;264;LOAY;BOHOL;REGION VII (Central Visayas)
23884;Alegria Sur;Rural;932;LOAY;BOHOL;REGION VII (Central Visayas)
23885;Bonbon;Rural;282;LOAY;BOHOL;REGION VII (Central Visayas)
23886;Botoc Occidental;Rural;473;LOAY;BOHOL;REGION VII (Central Visayas)
23887;Botoc Oriental;Rural;685;LOAY;BOHOL;REGION VII (Central Visayas)
23888;Calvario;Rural;704;LOAY;BOHOL;REGION VII (Central Visayas)
23889;Concepcion;Rural;645;LOAY;BOHOL;REGION VII (Central Visayas)
23890;Hinawanan;Rural;362;LOAY;BOHOL;REGION VII (Central Visayas)
23891;Las Salinas Norte;Rural;237;LOAY;BOHOL;REGION VII (Central Visayas)
23892;Las Salinas Sur;Rural;668;LOAY;BOHOL;REGION VII (Central Visayas)
23893;Palo;Rural;355;LOAY;BOHOL;REGION VII (Central Visayas)
23894;Poblacion Ibabao;Rural;1220;LOAY;BOHOL;REGION VII (Central Visayas)
23895;Poblacion Ubos;Urban;1220;LOAY;BOHOL;REGION VII (Central Visayas)
23896;Sagnap;Rural;511;LOAY;BOHOL;REGION VII (Central Visayas)
23897;Tambangan;Rural;743;LOAY;BOHOL;REGION VII (Central Visayas)
23898;Tangcasan Norte;Rural;556;LOAY;BOHOL;REGION VII (Central Visayas)
23899;Tangcasan Sur;Rural;719;LOAY;BOHOL;REGION VII (Central Visayas)
23900;Tayong Occidental;Rural;444;LOAY;BOHOL;REGION VII (Central Visayas)
23901;Tayong Oriental;Rural;902;LOAY;BOHOL;REGION VII (Central Visayas)
23902;Tocdog Dacu;Rural;724;LOAY;BOHOL;REGION VII (Central Visayas)
23903;Tocdog Ilaya;Rural;417;LOAY;BOHOL;REGION VII (Central Visayas)
23904;Villalimpia;Rural;1617;LOAY;BOHOL;REGION VII (Central Visayas)
23905;Yanangan;Rural;668;LOAY;BOHOL;REGION VII (Central Visayas)
23906;Agape;Rural;606;LOBOC;BOHOL;REGION VII (Central Visayas)
23907;Alegria;Rural;565;LOBOC;BOHOL;REGION VII (Central Visayas)
23908;Bagumbayan;Rural;657;LOBOC;BOHOL;REGION VII (Central Visayas)
23909;Bahian;Rural;437;LOBOC;BOHOL;REGION VII (Central Visayas)
23910;Bonbon Lower;Rural;203;LOBOC;BOHOL;REGION VII (Central Visayas)
23911;Bonbon Upper;Rural;612;LOBOC;BOHOL;REGION VII (Central Visayas)
23912;Buenavista;Rural;286;LOBOC;BOHOL;REGION VII (Central Visayas)
23913;Bugho;Rural;618;LOBOC;BOHOL;REGION VII (Central Visayas)
23914;Cabadiangan;Rural;270;LOBOC;BOHOL;REGION VII (Central Visayas)
23915;Calunasan Norte;Rural;741;LOBOC;BOHOL;REGION VII (Central Visayas)
23916;Calunasan Sur;Rural;367;LOBOC;BOHOL;REGION VII (Central Visayas)
23917;Camayaan;Rural;1052;LOBOC;BOHOL;REGION VII (Central Visayas)
23918;Cambance;Rural;432;LOBOC;BOHOL;REGION VII (Central Visayas)
23919;Candabong;Rural;708;LOBOC;BOHOL;REGION VII (Central Visayas)
23920;Candasag;Rural;240;LOBOC;BOHOL;REGION VII (Central Visayas)
23921;Canlasid;Rural;231;LOBOC;BOHOL;REGION VII (Central Visayas)
23922;Gon-ob;Rural;262;LOBOC;BOHOL;REGION VII (Central Visayas)
23923;Gotozon;Rural;757;LOBOC;BOHOL;REGION VII (Central Visayas)
23924;Jimilian;Rural;1178;LOBOC;BOHOL;REGION VII (Central Visayas)
23925;Oy;Rural;1386;LOBOC;BOHOL;REGION VII (Central Visayas)
23926;Poblacion Sawang;Urban;658;LOBOC;BOHOL;REGION VII (Central Visayas)
23927;Poblacion Ondol;Rural;742;LOBOC;BOHOL;REGION VII (Central Visayas)
23928;Quinoguitan;Rural;495;LOBOC;BOHOL;REGION VII (Central Visayas)
23929;Taytay;Rural;244;LOBOC;BOHOL;REGION VII (Central Visayas)
23930;Tigbao;Rural;988;LOBOC;BOHOL;REGION VII (Central Visayas)
23931;Ugpong;Rural;350;LOBOC;BOHOL;REGION VII (Central Visayas)
23932;Valladolid;Rural;478;LOBOC;BOHOL;REGION VII (Central Visayas)
23933;Villaflor;Rural;736;LOBOC;BOHOL;REGION VII (Central Visayas)
23934;Agsoso;Rural;250;LOON;BOHOL;REGION VII (Central Visayas)
23935;Badbad Occidental;Rural;268;LOON;BOHOL;REGION VII (Central Visayas)
23936;Badbad Oriental;Rural;665;LOON;BOHOL;REGION VII (Central Visayas)
23937;Bagacay Katipunan;Rural;184;LOON;BOHOL;REGION VII (Central Visayas)
23938;Bagacay Kawayan;Rural;356;LOON;BOHOL;REGION VII (Central Visayas)
23939;Bagacay Saong;Rural;134;LOON;BOHOL;REGION VII (Central Visayas)
23940;Bahi;Rural;361;LOON;BOHOL;REGION VII (Central Visayas)
23941;Basac;Urban;1381;LOON;BOHOL;REGION VII (Central Visayas)
23942;Basdacu;Rural;944;LOON;BOHOL;REGION VII (Central Visayas)
23943;Basdio;Rural;589;LOON;BOHOL;REGION VII (Central Visayas)
23944;Biasong;Rural;300;LOON;BOHOL;REGION VII (Central Visayas)
23945;Bongco;Rural;317;LOON;BOHOL;REGION VII (Central Visayas)
23946;Bugho;Rural;254;LOON;BOHOL;REGION VII (Central Visayas)
23947;Cabacongan;Rural;1063;LOON;BOHOL;REGION VII (Central Visayas)
23948;Cabadug;Rural;228;LOON;BOHOL;REGION VII (Central Visayas)
23949;Cabug;Rural;211;LOON;BOHOL;REGION VII (Central Visayas)
23950;Calayugan Norte;Rural;717;LOON;BOHOL;REGION VII (Central Visayas)
23951;Calayugan Sur;Rural;488;LOON;BOHOL;REGION VII (Central Visayas)
23952;Canmaag;Rural;438;LOON;BOHOL;REGION VII (Central Visayas)
23953;Cambaquiz;Rural;1013;LOON;BOHOL;REGION VII (Central Visayas)
23954;Campatud;Rural;366;LOON;BOHOL;REGION VII (Central Visayas)
23955;Candaigan;Urban;396;LOON;BOHOL;REGION VII (Central Visayas)
23956;Canhangdon Occidental;Rural;837;LOON;BOHOL;REGION VII (Central Visayas)
23957;Canhangdon Oriental;Rural;428;LOON;BOHOL;REGION VII (Central Visayas)
23958;Canigaan;Urban;823;LOON;BOHOL;REGION VII (Central Visayas)
23959;Canmanoc;Rural;313;LOON;BOHOL;REGION VII (Central Visayas)
23960;Cansuagwit;Rural;286;LOON;BOHOL;REGION VII (Central Visayas)
23961;Cansubayon;Rural;497;LOON;BOHOL;REGION VII (Central Visayas)
23962;Catagbacan Handig;Rural;983;LOON;BOHOL;REGION VII (Central Visayas)
23963;Catagbacan Norte;Rural;1128;LOON;BOHOL;REGION VII (Central Visayas)
23964;Catagbacan Sur;Urban;1114;LOON;BOHOL;REGION VII (Central Visayas)
23965;Cantam-is Bago;Rural;238;LOON;BOHOL;REGION VII (Central Visayas)
23966;Cantaongon;Urban;1002;LOON;BOHOL;REGION VII (Central Visayas)
23967;Cantumocad;Rural;868;LOON;BOHOL;REGION VII (Central Visayas)
23968;Cantam-is Baslay;Rural;347;LOON;BOHOL;REGION VII (Central Visayas)
23969;Cogon Norte (Pob.);Rural;1906;LOON;BOHOL;REGION VII (Central Visayas)
23970;Cogon Sur;Rural;394;LOON;BOHOL;REGION VII (Central Visayas)
23971;Cuasi;Rural;1098;LOON;BOHOL;REGION VII (Central Visayas)
23972;Genomoan;Rural;369;LOON;BOHOL;REGION VII (Central Visayas)
23973;Lintuan;Rural;915;LOON;BOHOL;REGION VII (Central Visayas)
23974;Looc;Urban;989;LOON;BOHOL;REGION VII (Central Visayas)
23975;Mocpoc Norte;Rural;858;LOON;BOHOL;REGION VII (Central Visayas)
23976;Mocpoc Sur;Rural;686;LOON;BOHOL;REGION VII (Central Visayas)
23977;Nagtuang;Urban;485;LOON;BOHOL;REGION VII (Central Visayas)
23978;Napo (Pob.);Rural;1353;LOON;BOHOL;REGION VII (Central Visayas)
23979;Nueva Vida;Rural;246;LOON;BOHOL;REGION VII (Central Visayas)
23980;Panangquilon;Rural;447;LOON;BOHOL;REGION VII (Central Visayas)
23981;Pantudlan;Rural;857;LOON;BOHOL;REGION VII (Central Visayas)
23982;Pig-ot;Rural;542;LOON;BOHOL;REGION VII (Central Visayas)
23983;Moto Norte (Pob.);Urban;1441;LOON;BOHOL;REGION VII (Central Visayas)
23984;Moto Sur (Pob.);Urban;1250;LOON;BOHOL;REGION VII (Central Visayas)
23985;Pondol;Urban;1470;LOON;BOHOL;REGION VII (Central Visayas)
23986;Quinobcoban;Rural;176;LOON;BOHOL;REGION VII (Central Visayas)
23987;Sondol;Urban;715;LOON;BOHOL;REGION VII (Central Visayas)
23988;Song-on;Rural;713;LOON;BOHOL;REGION VII (Central Visayas)
23989;Talisay;Rural;1270;LOON;BOHOL;REGION VII (Central Visayas)
23990;Tan-awan;Rural;101;LOON;BOHOL;REGION VII (Central Visayas)
23991;Tangnan;Rural;1000;LOON;BOHOL;REGION VII (Central Visayas)
23992;Taytay;Rural;325;LOON;BOHOL;REGION VII (Central Visayas)
23993;Ticugan;Rural;331;LOON;BOHOL;REGION VII (Central Visayas)
23994;Tiwi;Rural;84;LOON;BOHOL;REGION VII (Central Visayas)
23995;Tontonan;Urban;636;LOON;BOHOL;REGION VII (Central Visayas)
23996;Tubodacu;Rural;389;LOON;BOHOL;REGION VII (Central Visayas)
23997;Tubodio;Rural;229;LOON;BOHOL;REGION VII (Central Visayas)
23998;Tubuan;Rural;279;LOON;BOHOL;REGION VII (Central Visayas)
23999;Ubayon;Rural;621;LOON;BOHOL;REGION VII (Central Visayas)
24000;Ubojan;Urban;479;LOON;BOHOL;REGION VII (Central Visayas)
24001;Abaca;Urban;2391;MABINI;BOHOL;REGION VII (Central Visayas)
24002;Abad Santos;Rural;778;MABINI;BOHOL;REGION VII (Central Visayas)
24003;Aguipo;Rural;1347;MABINI;BOHOL;REGION VII (Central Visayas)
24004;Concepcion (Banlas);Rural;1433;MABINI;BOHOL;REGION VII (Central Visayas)
24005;Baybayon;Urban;1580;MABINI;BOHOL;REGION VII (Central Visayas)
24006;Bulawan;Rural;686;MABINI;BOHOL;REGION VII (Central Visayas)
24007;Cabidian;Rural;784;MABINI;BOHOL;REGION VII (Central Visayas)
24008;Cawayanan;Rural;1218;MABINI;BOHOL;REGION VII (Central Visayas)
24009;Del Mar;Rural;830;MABINI;BOHOL;REGION VII (Central Visayas)
24010;Lungsoda-an;Rural;1127;MABINI;BOHOL;REGION VII (Central Visayas)
24011;Marcelo;Rural;981;MABINI;BOHOL;REGION VII (Central Visayas)
24012;Minol;Rural;1433;MABINI;BOHOL;REGION VII (Central Visayas)
24013;Paraiso;Rural;772;MABINI;BOHOL;REGION VII (Central Visayas)
24014;Poblacion I;Urban;1400;MABINI;BOHOL;REGION VII (Central Visayas)
24015;Poblacion II;Urban;1775;MABINI;BOHOL;REGION VII (Central Visayas)
24016;San Isidro;Rural;1800;MABINI;BOHOL;REGION VII (Central Visayas)
24017;San Jose;Rural;1581;MABINI;BOHOL;REGION VII (Central Visayas)
24018;San Rafael;Rural;787;MABINI;BOHOL;REGION VII (Central Visayas)
24019;San Roque (Cabulao);Urban;2766;MABINI;BOHOL;REGION VII (Central Visayas)
24020;Tambo;Rural;876;MABINI;BOHOL;REGION VII (Central Visayas)
24021;Tangkigan;Rural;1554;MABINI;BOHOL;REGION VII (Central Visayas)
24022;Valaga;Rural;889;MABINI;BOHOL;REGION VII (Central Visayas)
24023;San Roque (Aghao);Rural;973;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24024;Agahay;Rural;529;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24025;Aliguay;Rural;820;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24026;Anislag;Rural;923;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24027;Bayacabac;Rural;1493;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24028;Bood;Rural;451;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24029;Busao;Rural;537;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24030;Cabawan;Rural;1256;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24031;Candavid;Rural;567;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24032;Dipatlong;Rural;1197;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24033;Guiwanon;Rural;475;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24034;Jandig;Rural;804;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24035;Lagtangon;Rural;234;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24036;Lincod;Rural;1379;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24037;Pagnitoan;Rural;539;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24038;Poblacion;Urban;2305;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24039;Punsod;Rural;584;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24040;Punta Cruz;Rural;650;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24041;San Isidro;Rural;477;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24042;San Vicente;Rural;968;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24043;Tinibgan;Rural;551;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24044;Toril;Rural;401;MARIBOJOC;BOHOL;REGION VII (Central Visayas)
24045;Bil-isan;Rural;2800;PANGLAO;BOHOL;REGION VII (Central Visayas)
24046;Bolod;Rural;1349;PANGLAO;BOHOL;REGION VII (Central Visayas)
24047;Danao;Rural;3296;PANGLAO;BOHOL;REGION VII (Central Visayas)
24048;Doljo;Rural;2984;PANGLAO;BOHOL;REGION VII (Central Visayas)
24049;Libaong;Rural;1558;PANGLAO;BOHOL;REGION VII (Central Visayas)
24050;Looc;Rural;2135;PANGLAO;BOHOL;REGION VII (Central Visayas)
24051;Lourdes;Rural;1053;PANGLAO;BOHOL;REGION VII (Central Visayas)
24052;Poblacion;Urban;4608;PANGLAO;BOHOL;REGION VII (Central Visayas)
24053;Tangnan;Rural;3046;PANGLAO;BOHOL;REGION VII (Central Visayas)
24054;Tawala;Rural;2729;PANGLAO;BOHOL;REGION VII (Central Visayas)
24055;Aurora;Rural;421;PILAR;BOHOL;REGION VII (Central Visayas)
24056;Bagacay;Rural;889;PILAR;BOHOL;REGION VII (Central Visayas)
24057;Bagumbayan;Rural;1572;PILAR;BOHOL;REGION VII (Central Visayas)
24058;Bayong;Rural;1605;PILAR;BOHOL;REGION VII (Central Visayas)
24059;Buenasuerte;Rural;1805;PILAR;BOHOL;REGION VII (Central Visayas)
24060;Cagawasan;Rural;918;PILAR;BOHOL;REGION VII (Central Visayas)
24061;Cansungay;Rural;716;PILAR;BOHOL;REGION VII (Central Visayas)
24062;Catagda-an;Rural;1650;PILAR;BOHOL;REGION VII (Central Visayas)
24063;Del Pilar;Rural;807;PILAR;BOHOL;REGION VII (Central Visayas)
24064;Estaca;Rural;2825;PILAR;BOHOL;REGION VII (Central Visayas)
24065;Ilaud;Rural;964;PILAR;BOHOL;REGION VII (Central Visayas)
24066;Inaghuban;Rural;1225;PILAR;BOHOL;REGION VII (Central Visayas)
24067;La Suerte;Rural;740;PILAR;BOHOL;REGION VII (Central Visayas)
24068;Lumbay;Rural;1198;PILAR;BOHOL;REGION VII (Central Visayas)
24069;Lundag;Rural;918;PILAR;BOHOL;REGION VII (Central Visayas)
24070;Pamacsalan;Rural;728;PILAR;BOHOL;REGION VII (Central Visayas)
24071;Poblacion;Rural;2763;PILAR;BOHOL;REGION VII (Central Visayas)
24072;Rizal;Rural;1410;PILAR;BOHOL;REGION VII (Central Visayas)
24073;San Carlos;Rural;807;PILAR;BOHOL;REGION VII (Central Visayas)
24074;San Isidro;Urban;2395;PILAR;BOHOL;REGION VII (Central Visayas)
24075;San Vicente;Rural;920;PILAR;BOHOL;REGION VII (Central Visayas)
24076;Aguining;Urban;2601;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24077;Basiao;Rural;974;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24078;Baud;Rural;650;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24079;Bayog;Rural;325;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24080;Bogo;Rural;987;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24081;Bonbonon;Rural;1463;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24082;Canmangao;Rural;986;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24083;Campamanog;Rural;1623;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24084;Gaus;Rural;1342;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24085;Kabangkalan;Rural;348;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24086;Lapinig;Rural;1109;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24087;Lipata;Rural;819;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24088;Poblacion;Urban;2798;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24089;Popoo;Rural;1067;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24090;Saguise;Rural;781;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24091;San Jose (Tawid);Rural;1289;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24092;Santo Rosario;Rural;509;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24093;Tilmobo;Rural;259;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24094;Tugas;Rural;824;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24095;Tugnao;Rural;1419;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24096;Villa Milagrosa;Rural;1171;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24097;Butan;Rural;663;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24098;San Vicente;Rural;1111;PRES. CARLOS P. GARCIA (PITOGO);BOHOL;REGION VII (Central Visayas)
24099;Calangahan;Rural;879;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24100;Canmano;Rural;1114;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24101;Canmaya Centro;Rural;1151;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24102;Canmaya Diot;Urban;1084;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24103;Dagnawan;Urban;537;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24104;Kabasacan;Rural;482;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24105;Kagawasan;Rural;379;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24106;Katipunan;Rural;545;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24107;Langtad;Rural;503;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24108;Libertad Norte;Rural;288;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24109;Libertad Sur;Rural;198;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24110;Mantalongon;Rural;780;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24111;Poblacion;Rural;3906;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24112;Sagbayan Sur;Rural;990;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24113;San Agustin;Rural;813;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24114;San Antonio;Rural;837;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24115;San Isidro;Rural;676;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24116;San Ramon;Rural;387;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24117;San Roque;Rural;397;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24118;San Vicente Norte;Urban;717;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24119;San Vicente Sur;Rural;287;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24120;Santa Catalina;Rural;764;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24121;Santa Cruz;Rural;814;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24122;Ubojan;Urban;871;SAGBAYAN (BORJA);BOHOL;REGION VII (Central Visayas)
24123;Abehilan;Rural;570;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24124;Baunos;Rural;471;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24125;Cabanugan;Rural;916;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24126;Caimbang;Rural;693;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24127;Cambansag;Rural;670;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24128;Candungao;Rural;1182;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24129;Cansague Norte;Rural;404;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24130;Cansague Sur;Rural;568;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24131;Causwagan Sur;Rural;626;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24132;Masonoy;Rural;631;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24133;Poblacion;Urban;2166;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24134;Baryong Daan;Rural;279;SAN ISIDRO;BOHOL;REGION VII (Central Visayas)
24135;Bayongan;Rural;2089;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24136;Bugang;Rural;1028;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24137;Cabangahan;Rural;663;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24138;Kagawasan;Rural;1174;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24139;Camanaga;Rural;1554;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24140;Cambangay Norte;Rural;1224;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24141;Capayas;Rural;1062;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24142;Corazon;Rural;1619;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
