no;barangay;type;zip;city;province;region
32881;Paiton;Rural;638;KAUSWAGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32882;Poblacion;Urban;4456;KAUSWAGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32883;Tacub;Rural;2933;KAUSWAGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32884;Tingintingin;Rural;821;KAUSWAGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32885;Tugar;Rural;1056;KAUSWAGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32886;Austin Heights;Urban;1164;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32887;Baybay;Urban;3265;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32888;Bubong;Rural;111;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32889;Caromatan;Rural;1323;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32890;Inudaran;Rural;230;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32891;Kulasihan;Rural;617;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32892;Libertad;Rural;2396;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32893;Lumbac;Rural;367;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32894;Manga;Rural;1493;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32895;Matampay;Rural;158;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32896;Mukas;Rural;1349;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32897;Muntay;Rural;1250;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32898;Pagalungan;Rural;143;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32899;Palao;Rural;353;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32900;Pantaon;Rural;290;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32901;Pantar;Rural;488;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32902;Poblacion;Urban;2243;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32903;Rebucon;Rural;1167;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32904;Riverside;Rural;2023;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32905;San Roque;Rural;170;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32906;Santo Niño;Rural;609;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32907;Simbuco;Rural;1133;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32908;Small Banisilan;Rural;152;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32909;Sucodan;Rural;502;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32910;Tabigue;Rural;974;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32911;Titunod;Rural;1336;KOLAMBUGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
32912;Abaga;Rural;2630;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32913;Andil;Rural;529;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32914;Matampay Bucana;Rural;811;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32915;Darumawang Bucana;Rural;1267;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32916;Cabasagan;Rural;2344;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32917;Camalan;Rural;739;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32918;Darumawang Ilaya;Rural;3084;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32919;El Salvador;Rural;1331;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32920;Gumagamot;Rural;1494;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32921;Lala Proper (Pob.);Urban;3295;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32922;Lanipao;Urban;4144;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32923;Magpatao;Rural;1657;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32924;Maranding;Urban;10347;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32925;Matampay Ilaya;Rural;1145;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32926;Pacita;Rural;1396;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32927;Pendolonan;Rural;915;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32928;Pinoyak;Rural;2771;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32929;Raw-an;Rural;1965;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32930;Rebe;Rural;4139;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32931;San Isidro Lower;Rural;1400;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32932;San Isidro Upper;Rural;1233;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32933;San Manuel;Rural;1204;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32934;Santa Cruz Lower;Rural;865;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32935;Santa Cruz Upper;Rural;702;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32936;Simpak;Rural;3670;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32937;Tenazas;Rural;2095;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32938;Tuna-an;Rural;1223;LALA;LANAO DEL NORTE;REGION X (Northern Mindanao)
32939;Busque;Rural;1132;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32940;Larapan;Rural;742;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32941;Magoong;Rural;1681;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32942;Napo;Rural;627;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32943;Poblacion;Urban;6469;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32944;Purakan;Rural;948;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32945;Robocon;Rural;1976;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32946;Samburon;Rural;2765;LINAMON;LANAO DEL NORTE;REGION X (Northern Mindanao)
32947;Babasalon;Rural;562;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32948;Baguiguicon;Rural;647;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32949;Daan Campo;Rural;508;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32950;Durianon;Rural;299;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32951;Ilihan;Rural;276;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32952;Lamigadato;Rural;312;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32953;Lemoncret;Rural;755;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32954;Lubo;Rural;653;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32955;Lumbac;Rural;636;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32956;Malabaogan;Rural;367;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32957;Mapantao;Rural;306;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32958;Olango;Rural;614;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32959;Pangao;Rural;672;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32960;Pelingkingan;Rural;624;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32961;Lower Caningag (Perimbangan);Rural;208;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32962;Poblacion (Bago-A-Ingud);Urban;1571;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32963;Rarab;Rural;298;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32964;Somiorang;Rural;343;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32965;Upper Caningag (Taguitingan);Rural;194;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32966;Talambo;Rural;707;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32967;Tambacon;Rural;696;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32968;Tawinian;Rural;464;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32969;Tipaan;Rural;357;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32970;Tombador;Rural;229;MAGSAYSAY;LANAO DEL NORTE;REGION X (Northern Mindanao)
32971;Balagatasa;Urban;4039;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32972;Camp 1;Rural;477;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32973;Claro M. Recto;Rural;1650;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32974;Inoma;Rural;408;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32975;Labuay;Urban;2393;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32976;Liangan West;Rural;1921;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32977;Mahayahay;Rural;648;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32978;Maliwanag;Rural;232;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32979;Mentring;Rural;990;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32980;Poblacion;Urban;2716;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32981;Santa Cruz;Rural;761;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32982;Sogapod;Rural;1804;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32983;Kulasihan (Villanueva);Rural;667;MAIGO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32984;Bubong Radapan;Rural;687;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32985;Bangco;Rural;630;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32986;Batal;Rural;914;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32987;Batangan;Rural;1384;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32988;Cadayonan;Rural;878;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32989;Matampay;Rural;484;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32990;Pangi;Rural;443;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32991;Pasayanon;Rural;1400;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32992;Poblacion (Matungao);Rural;1488;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32993;Puntod;Rural;420;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32994;Santa Cruz;Rural;345;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32995;Somiorang;Rural;911;MATUNGAO;LANAO DEL NORTE;REGION X (Northern Mindanao)
32996;Bacayawan;Rural;786;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
32997;Balabacun;Rural;987;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
32998;Balintad;Rural;498;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
32999;Kadayonan;Rural;504;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33000;Dalama;Rural;683;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33001;Lindongan;Rural;668;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33002;Lingco-an;Rural;493;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33003;Lininding;Rural;1080;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33004;Lumba-Bayabao;Rural;950;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33005;Madaya;Rural;454;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33006;Maganding;Rural;430;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33007;Matampay;Rural;837;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33008;Old Poblacion;Rural;2039;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33009;North Cadulawan;Rural;638;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33010;Panggao;Rural;1212;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33011;Pantao;Rural;557;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33012;Pantao-A-Munai;Rural;542;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33013;Pantaon;Rural;352;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33014;Pindolonan;Rural;1442;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33015;Punong;Rural;585;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33016;Ramain;Rural;1047;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33017;Sandigamunai;Rural;606;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33018;Tagoranao;Rural;335;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33019;Tambo;Rural;1257;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33020;Tamparan (Mandaya);Rural;898;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33021;Taporog;Rural;714;MUNAI;LANAO DEL NORTE;REGION X (Northern Mindanao)
33022;Abaga;Rural;328;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33023;Bangco;Rural;500;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33024;Canibongan;Rural;393;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33025;Karcum;Rural;731;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33026;Dimayon;Rural;446;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33027;Inayawan;Rural;515;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33028;Kaludan;Rural;1126;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33029;Katubuan;Rural;564;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33030;Cabasaran (Laya);Rural;574;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33031;Liangan;Rural;473;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33032;Lupitan;Rural;495;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33033;Mangan;Rural;664;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33034;Malaig;Rural;425;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33035;Masibay;Rural;678;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33036;Poblacion (Nunungan Proper);Rural;687;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33037;Notongan;Rural;426;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33038;Petadun;Rural;774;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33039;Panganapan;Rural;521;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33040;Pantar;Rural;624;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33041;Paridi;Rural;379;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33042;Rarab;Rural;719;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33043;Raraban;Rural;505;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33044;Rebucon;Rural;436;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33045;Songgod;Rural;460;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33046;Taraka;Rural;556;NUNUNGAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33047;Aloon;Rural;1120;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33048;Banday;Rural;1411;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33049;Bobonga Pantao Ragat;Rural;1029;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33050;Bobonga Radapan;Rural;576;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33051;Cabasagan;Rural;1136;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33052;Calawe;Rural;710;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33053;Culubun;Rural;979;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33054;Dilimbayan;Rural;1050;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33055;Dimayon;Rural;992;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33056;Poblacion East;Urban;1949;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33057;Lomidong;Rural;967;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33058;Madaya;Rural;785;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33059;Maliwanag;Rural;1207;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33060;Matampay;Rural;824;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33061;Natangcopan;Rural;916;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33062;Pansor;Rural;1005;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33063;Pantao Marug;Rural;979;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33064;Tangcal;Rural;799;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33065;Tongcopan;Rural;799;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33066;Poblacion West;Rural;864;PANTAO RAGAT;LANAO DEL NORTE;REGION X (Northern Mindanao)
33067;Alowin;Rural;690;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33068;Bubong-Dinaig;Rural;743;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33069;Caromatan;Rural;1117;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33070;Daramba;Rural;926;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33071;Dinaig;Rural;607;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33072;Cabasaran;Rural;751;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33073;Kablangan;Rural;612;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33074;Cadayonan;Rural;721;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33075;Linindingan;Rural;626;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33076;Lumbatan;Rural;594;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33077;Lupitan;Rural;718;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33078;Madamba;Rural;731;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33079;Madaya;Rural;917;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33080;Maliwanag;Rural;1091;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33081;Nunang;Rural;774;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33082;Nunungan;Rural;600;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33083;Pantao Raya;Rural;867;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33084;Pantaon;Rural;758;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33085;Pened;Rural;906;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33086;Piangamangaan;Rural;606;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33087;Pendolonan;Rural;937;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33088;Poblacion (Lumbacaingud);Rural;958;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33089;Sulo;Rural;519;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33090;Tagoranao;Rural;634;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33091;Tangclao;Rural;729;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33092;Timbangalan;Rural;686;POONA PIAGAPO;LANAO DEL NORTE;REGION X (Northern Mindanao)
33093;Barandia;Rural;415;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33094;Bulacon;Rural;537;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33095;Buntong;Rural;1170;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33096;Calimodan;Rural;633;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33097;Camp III;Rural;1017;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33098;Curva-Miagao;Rural;1557;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33099;Daligdigan;Rural;357;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33100;Kilala;Rural;565;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33101;Mabatao;Rural;511;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33102;Madaya;Rural;1200;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33103;Mamaanon;Rural;673;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33104;Mapantao;Rural;477;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33105;Mindalano;Rural;403;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33106;Padianan;Rural;697;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33107;Pagalongan;Rural;516;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33108;Pagayawan;Rural;472;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33109;Panaliwad-on;Rural;930;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33110;Pangantapan;Rural;460;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33111;Pansor;Rural;1423;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33112;Patidon;Rural;515;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33113;Pawak;Rural;662;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33114;Poblacion;Urban;4740;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33115;Saumay;Rural;402;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33116;Sudlon;Rural;685;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33117;Inasagan;Rural;2205;SALVADOR;LANAO DEL NORTE;REGION X (Northern Mindanao)
33118;Baning;Rural;1182;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33119;Buriasan (Pob.);Urban;3724;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33120;Dansalan;Rural;1381;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33121;Gamal;Rural;363;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33122;Inudaran I;Rural;455;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33123;Inudaran II;Rural;549;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33124;Karkum;Rural;758;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33125;Katipunan;Rural;958;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33126;Mabugnao;Rural;430;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33127;Maito Salug;Rural;492;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33128;Mala Salug;Rural;650;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33129;Mama-anon;Rural;420;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33130;Mapurog;Rural;598;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33131;Pancilan;Rural;1013;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33132;Panoloon;Rural;2463;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33133;Pili;Rural;831;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33134;Sapad;Rural;924;SAPAD;LANAO DEL NORTE;REGION X (Northern Mindanao)
33135;Dalamas;Rural;466;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33136;Darimbang;Rural;746;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33137;Dimayon;Rural;2492;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33138;Inagongan;Rural;2108;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33139;Kiazar (Pob.);Rural;1408;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33140;Malimbato;Rural;720;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33141;Panalawan;Rural;1334;TAGOLOAN;LANAO DEL NORTE;REGION X (Northern Mindanao)
33142;Small Banisilon;Rural;572;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33143;Bayabao;Rural;540;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33144;Berwar;Rural;442;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33145;Big Banisilon;Rural;1032;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33146;Big Meladoc;Rural;249;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33147;Bubong;Rural;530;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33148;Lamaosa;Rural;247;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33149;Linao;Rural;405;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33150;Lindongan;Rural;265;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33151;Lingco-an;Rural;431;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33152;Small Meladoc;Rural;187;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33153;Papan;Rural;381;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
33154;Pelingkingan;Rural;651;TANGCAL;LANAO DEL NORTE;REGION X (Northern Mindanao)
